uid	text_value
8KaaIMyxL3XPLmsGpHhmebe43gE3	Finals and that's pretty much it. I got to go to work. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	I didn't really have nothing to do today. So it was cool for the most part. Yeah. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	She I got my nut off on God. That's pretty much it. I need to. Fucking I need to get my situation figure out fast cuz sooner sooner or later. It's going to be a month away from prom and I'm not going to have nobody to go with so yeah. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Clean my room wash my sheets. That's basically it. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	They're not going to repeat this again. Cuz I took two fucking long to load this shit. But anyways. Fuck anyways, the goal Niger is the folktale Iran from you. Show me the goal was to cover her ass, but after finding this shit out boys, I'm not going to go out here looking stupid. And if I do I'll bring her around my niggas and then let me put it like this by imagine all my niggas. Imagine me if I can take off tonight with all my niggas and all her friend and they got to see in this is going to be in the back of my mind the whole time I use the bucket and the guy is a hydro. I just can't I just can't do it. Like maybe that should not even me like the goal was to come up this with you. I'm just going to fucking leave after her fucking Reno you for me. I'm going to fucking leave. I'm going to drop the good dick off and she's going to be stuck have to go to get Taylor stuck in for real. Cuz at this point like rose I was working with her, but after that ship goes like no I can't fuck with it. I cannot fuck with it for real. Yeah, but the goal is to fuck Taylor on Prom bet on the goal is to get a room. So I'm going to fuck. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Paramore, cuz once I found out that CeCe lied about being pregnant all I should went out the window, I didn't do not one homework assignment nothing. I got to get all that shit done. In the morning at McDonald's or Somerset assume fans. Just just know that. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Family Friends School work was awful. That's what I'm broke. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Got woken up to some bullshit this morning Sam room Apartments. It's going to be a problem. If it was like I didn't really fuck with her care about him like that mean his business on that for a year or so. Why we didn't we wasn't even dating or none of that. We was just talkin friends when we supposed to become a relationship but things didn't go as planned. So we not together no more Bastille like Niger. If that was the case, you didn't have to her to hold her. So now I was just sitting here thinking like damn. How long is his nickname plaid does this make a real life? Because since you're busy making told me I got to stop believing. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	So like today semester finals happen and think I did pretty good tonight. Anyways, I ain't the point in the hallway. And this is one life in Grosse Ile in my class. I want to say give me my US government class for the past month. I think I'm not sure I know is that I had a feeling he was on the phone with me if I wouldn't really say she is but anyways today in the hallway me and Caesar walking out cuz we just got a ride from his older sister back up to the school and we just went to McDonald's. I want the fog. Anyways, we walking in the halls and then I see her I'll say Hey cuz like a mutual connection cuz we was just hanging me Tay Tay and her and Aubrey Lynn. Yeah. But would you calling me? All of us is just hanging on like Wednesday or Tuesday. So I don't remember. All I know is that we are chilling I said what's up and she still me I'm with you. Okay, thank you. I was I was thinking about getting a reply back, but then I'm like nah, you never know what I can leave too. But then I'm walking past unlike then I Told CJ Banks at IHOP on that he yeah, he said you miss 100% of the shots. You don't take me the same time. It's like damn. I'm already dealing with one female. I can barely handle cuz I'm leaving for real like I'm out of here. Indian I want him back but Niger miss taking too long and then she didn't want to walk me to Roberto's ever offer to get it to her so we can I get a second chance, but it's like my neighbor would like she didn't want to walk me. So I'm not going to force her or beg for it back by it is what it is. Cuz at the end of the day we young look so if it's real we don't find each other again. And then she seemed pretty cool. So I don't want to mess that up. If I do end up turning off on that maybe after winter break are asking for a number or something. but like Oh no medicine. And then if I do end up if me and Hitler do in the parking again, it's like 3 minutes no too cuz it's easy not pregnant. I'm going but to move into any of the imagine if I get another one later on as we three and I'm in the same situation. I was just at when school start. Senior been full of basically female problems. I told them life lessons with no female problems like tank now, she just can't catch a break. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	book today, I probably find out CeCe want some pregnant. So that's good. But like then why so long like that? I do believe her with light. I wish I would have left earlier because like what I see how could she play this was? So and expect me to stay like I'm going down the cigarette. So like I'm on the bigger and better things I might be on the nothing so you feel me like, I'm just ride the wave at this week. I want them back, but it's like do I want to go back to that? Cuz like it one point I don't even know if she wants to be with me. She was just playing this shit. And then in another point is like everybody says she actually like me if she did like me would come on now. Like when we was on that I wasn't feeling that way like come on now, you can't throw mixed signals. Like when they're you got me feeling like you I think we'll be in a relationship then another day. It's like Bro Fuck this week's like what are we doing? Like I was tired of feeling like if that's what you want start old is easy, but now we're means you don't smoking and I'm going to come and grab me and tell me that I'm talkin cuz it's busy get around new friends and the Pink Lake City sitters on for not push it but like she's has been acting different something. like it's need to get a hold of yourself and then Another thing is I feel bad. Like I feel like I should have never told that many people about my situation cuz now my business all I know that our team if you like people to think what I want to think I should have never spoke up on me. I should have just kept my mouth goes about it. I would never told Tamil on kehlani any money situation. And I was just told today. I still be good. Canal Taylor no white table tell me was never supposed to find out about the shit. Like what the fuck come on now. But who the fuck I guess my name was brought up at a smoke session. It's somebody just blurt it out. Like bitch. What why? Everything about it is this me said she didn't say it. But she said she's going to take one for the team and said she said it. So now we talked about who saved it, but that's just like a lesson learned to like keep my mouth closed or whatever about my business or about what I'm going through. Should I don't know I'm find some motivational quotes that go along with while you say one day wait on it. And then I had another heartbreak today. Tell me why when glad you talked about. Are we going with you and when we wearing and Destiny come out of nowhere saying not as you had it you was about to get a good so come to find out Taylor. Don't get a prom date with Taylor wanted to go to prom with me, but we can't cuz her mama said sew and I'm like damn. That's all bad. I fucked up. So now I was like, damn do I want to go by myself or find another prom date or do I just want to suck it up and try to get Taylor back? Because I don't know. I don't know. I don't figure this out soon. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	I got the pie today at work if that's thankful and we should almost and I got to start showing emotion. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	I'm going to be very thankful. Is CC not pregnant bro. Cuz if she not bro, I'm we so thankful and I'm Sorry Miss so I can leave so I can leave row CC is not worth it. It's not to be so real. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Nobody and I mean nobody. nobody for real 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Bro, the biggest challenge of today bro was accepting the fact that Taylor spoke with Aunt now, I really got to decide do I still want to cover or do I want to let that should go cuz you do me like I like I really like bro on some real shit. Like I mean, I'm not even feeling I always behold the feeling back and forth in front of everybody. But I really fucking Taylor you feeling like not not even or not. I don't love the pitch. He'll know that's it because of a little bit. She wouldn't go nowhere like this. Even if I fucked up you still coming back and type-c Bruno like love you. I really fuck with her from y'all. Hang on front Niger. I don't want to see it with nobody else cuz Niger now I shoot, New Jersey up from real. Like no the kid, I think that's my daddy. You know my daddy. What was you calling yasu, New Jersey up for real? I want to see it with nobody else. But yeah, that's why they don't have to pick up more stalling. I'll have to pick it up. When I get back to the house has the biggest challenge of the day except in the fact that his challenge is what you called when I do I want to cover or not. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Wisdom, cuz I could teach you Niger something. What type of Niger would I be if I don't practice what I preach? Greatest words that A J. I'll be feeling like Kevin Gates sometimes. It's like I got the knowledge, but please don't want to hear what I got to say anything about you dumb cuz you don't know nothing. Even though he's talking about but they got no a lot. It be the ones you least expect. A wise man can play a fool but a fool man can't play wise. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	One thing I'm thankful for is. Wife cuz it's plenty of times. I could have been gone. Like really didn't leave there was a time. I couldn't I was not about to leave c18 those Ruby a time. I was not about to live to see 18, and that's crazy. I literally just thought about that. I would have been on the Peace Bridge or I would have been on a go fund me. Dashie Prezi 
8KaaIMyxL3XPLmsGpHhmebe43gE3	I am making healthier decisions every day. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Because easy already have that higher level of intelligence. So it's easier dumb yourself down because you are you basically already know like you can double yourself down easily this morning yourself up is hard. It's harder. I don't know what I was going to go. This is like a bunch of thoughts running through my head about this is like when I was making play a fool because he knows how to play that part like it's not easy to tell you. It's not hard dumb yourself down just act act like you don't know what to talk about. 4 act like you don't know anything. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Why do Mary wants you to wear only one 100? I don't I don't understand that. Y'all got the question mixed up with some but would you call it? I said I only I want to hop on Ava Mary or Eva. Whatever name is of an employee with CeCe in real life. Did you call it? I don't know her as a sophomore, but she a freak I can tell she with all the shades on God might have to crack that might have to be male or Kelly get down. I don't know. Find out on the next episode of Dragon Ball Z Kai. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	It will be pretty good about 25. I should be a u.s. Marshal or firefighter one of the two living it up. Fuck another had his Bitches Only If I forgot my soulmate, I don't even know who that's going to be to be so real. I don't know if it's going to be like my high school thing Taylor and then we live to be high school sweethearts and sit or like After High School. We don't grow to smoke with each other. So it's like we'll just go our separate ways cuz like Don't know. But yeah, I'll be in the same place, but I'm just worried about how I'm going to do it at who is going to be with God. Damn. So it ain't going to be with the Dead. Don't know about Taylor cuz her ass and bullshit. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	I don't know to be real is like to be so 100 like Would you call at 2 to be so real it's like to be someone to be so true, but I'm really going to do it. Like this and I can't do it with CC no more like she's so dumb. She don't understand half. My fucking jokes like just earlier today. Which car loan make the joke about how I'm so sick. I feel like I'm going to die, but CC don't see teachers. Oh my God. This is a mistake. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Today at work like when the last kid was getting picked up. One of these little kids older sister. Came and drop the pie off. and it was Patti LaBelle on everybody me gas in those saying it's good but it wasn't all that good when I tried it. So yeah. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	because you like sometimes I wonder what could have been. What could have happened? We have been farther cuz like I still remember it like that day before homecoming. She asked me to pull up the school early hunting it. Okay, nothing special when I have to think like owes, her mama probably want to see was he going to homecoming with Put it in again. I'm glad I was late that morning. Cuz what happened on homecoming. It's like for my mom would probably beat my ass. She probably told him she didn't probably she did tell him about the situation. So yeah, it's up now. Oh, no. The reason as to why are you feeling that way? You're just like a it's like the feeling of missing out on what could have been or when I lost. Who's my best friend? You never was you calling you never knew what you had Till It's Gone. Yeah, some like that. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	a single T Genesis car and then what you call it? I do today. I was not going to be gone for fortnite really putting things on road really putting a lid in the head and I ain't talkin pencil think alike Road. They don't understand like I really suck at fortnite and what you call it. I'm really good at this now relieved Goulding on the steaks like niggars came for me. But get up with me. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Will Madden 20 finish downloading or one another up when everybody left from the damn Super Bowl party and I got to play on my game by myself. it was play old reggae robicheaux. Nobody bothering me. Madden Fun by myself. Only only knows you nobody else. Cuz you know why it's not as he's Xbox. Not as he's not Jayden's not nobody else forgot mine. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Why is it that I'll be reminiscing like hor 2? Like sometimes I can go a day without thinking about the situation that happened on homecoming or Taylor. But then is like what I see relationships you on Instagram when I see freaky sent on Instagram. I'm like damn that could have been me and Taylor but they my phone wasn't on it is my fault. Reminisce about that she like then. What if I never come to CC? Who knows what Taylor still be stringing me along at this point or will we have been in an actual relationship by now? cuz like then I don't know. I feel in a Wonder In A Daze. That's how I'm feeling. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Because I'm mad nigga. What what you mean? Why would she want to go back to feeling it's probably a lot of factors probably a lot of things. She didn't tell me that she do like about me. You probably never till now unless we get back on that or some butt. Like would you call it? Cuz like a couple weeks before her again homecoming maybe a month-and-a-half before. Now I was saying mother for her ass. Don't talk about something. Let me go I feel trapped. I'm okay. She feels trapped over the letter ends up at school. So I let her go like she want to be like Niger. What do you mean? I'm not going to hold you hostage or someone. You don't want to be in the already feel like a pin in the Friendship know it feel like a pending relationship. People like a friendship more than the pending relationship. So like Mega like what are we doing? We wasting time and seeing you. Are we going to do this or not? Time is wasting like everybody has told me that. Jemicy, she want to be with Ozzy and a female that don't want to be with I see Niger. I can give me a new bitch tomorrow. So I want to know cuz that's not who I want. I want one girl, but I don't know if I want that's the pink. So basically, I'm stuck between a rock and a hard place pray for nausea. 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Missouri when I was playing the game to Wells Maine you happy today damn don't nothing really make me fucking happy. That's really fucking saying. Why I have not been like truly they got me. Joyful by myself. I don't need friends. They disappoint me for real like maybe all my niggas want to do is smoking fucking go to fucking IHOP like bro, you only get so fucking boring for real. Like me to get some plans do something with your lies. All these are all my niggas do is smoke for like TJ, Carlos Melo Tate a smoke addict road is nigga fucking theme bro bro offering to CJ's wallet cost that stays in 2020 cuz if he don't buzz as you're going to be so fucking sad for real like Monday to like what were you doing but nice nothing really make me happy but being by myself like being on my own now listen to nobody that's why I look you want to move to Reno Niger and not hearing my mama mouth and I hear is I mean, I hear Carly Sue you guys going to be o p 
8KaaIMyxL3XPLmsGpHhmebe43gE3	Bro, tell me while I'm doing the hood. Love story right now on Snapchat. And mega bro, the first I was designing all the little Beauties I used to talk to and stuff so you feel me. Hey Bulldog cyan when I got the airport, why are you females up here from all these messages. USI Pro-Lite, 18 inches are used to fuck with in it and for you know it niggaa everybody waiting on the CC & Taylor store. That's the one everybody waiting on you feel me? Cuz then my two biggest female got to mess with CC that she did that bitch fucking drop off the CDs story everybody laughs and blah blah blah on Street Road, and it's Niger Aunt bro know I kind of felt that her in and talked before but but That's it. So crazy like roll. My mind was ready for my know my mind know about it, but my heart was not ready for it was not like I'm going to keep it. So real with you like niggars. I kind of knew that Aunt fuck with Taylor and Taylor food with it when they get my heart wasn't ready for that shift. Like when I got it confirmed that it was true rolls. No dog. Now I can't cook this between you is because I posted Let's make an aunt wanted me to add me add him to My Hood love stories on my I don't like being so you tell me which call add him. And then I finally post Taylor Swift music. You supposed to take me to damn Alexa play Marvin's Room by Drake. Fuck it Jacquees Jaden. That's why I'm going to listen to for the rest of the night. But these witches roast I'm done, but I'm really done like that shit was fucking sad when I found out like bone now. I cannot come this bitch at all at all. And I'm talk to Meg. I'ma keep it real with you. May God see me and her going maybe a year or a couple years after high school niggaa. Maybe that's if she feel the same way about me you feel me? Cuz I don't know. My niggaa I see near her going a couple years after high school, but not forever though, but you told me that's probably the guy was probably going to be like we're going to my first official girlfriend that I crack every visit. I ever full-length mirror my girlfriend like damn. bug don't know why you know about fucking everybody else. Like right Niger Xin You Feel Me by didn't Send me an invoice think I cracked Desiree not dating but I told him if he was if you ask me how many people like my niggas no. About my first body, they'll know who it is. They are like small are almost to let you niggas know is Cheyenne you show me. But shit, I don't even know what they think but just know if they ask my first body is not coming this way because they never why is Desiree nobody ever going to be like that? You fucking I see nothing or hit her up on some what's up big is she going to let me fuck off real? But anyways, I think about it was easy like damn none of these bitches my girlfriend like can I get I wish I can clean my girlfriend info continuously like damn. more Bhajan I need a sloppy dog JB never die. Nickname is one. Who else? Maybe I wonder I wonder if you make a Double Nickel CJ, Danica Charles CJ Charles Garcia going to be in there. I want to Breezy going to be in that bitch nigga. Who else? fucking Niger I don't even know. I really don't feel real. All of those are nose when she post her Hood Love Story, New York Mossy niggas off book with on The Daily. I might just have to drop her. I might have to know it was it ain't going to be a drop. This is going to be the girl. That's it disrespectful. Like just what I might just go fuck with her cousin. Just just for the funk of it bucket. 
8KlJIisCexeBwwzZeJs3rVtqeXO2	I’m a dumb ass bitch who can’t get over her ex and I need help like seriously what is wrong with me he’s showed me in every way he doesn’t care anymore and I’m still here months later crying over him!!!!!
8LAiTazM1AaBBEll4wWM9my08k72	I need to tell her when when something is in okay here when she needs to learn cut it out or back house and I need to I need to use this time away from schools need to use this time at Community College today to grow and take space from her even though that's going to be hard but still I don't want to lose her. I need to tell myself as that's going to be the consequence if I don't change. 
8LAiTazM1AaBBEll4wWM9my08k72	I want her to push me to be to push me to be aggressive and push me to be assertive and put my foot down and say this isn't okay and that kind of thing. 
8LAiTazM1AaBBEll4wWM9my08k72	Knock knock free swimming. I don't know I did. Meaning of risks, but I did tell her to push me. Push me to be asserted push. Me, too. Do it. Push me to stand up for myself because sometimes I need that extra push. Put it hurts that I can't. It hurts that I don't change that. I might lose her. 
8LAiTazM1AaBBEll4wWM9my08k72	like what people do while people don't do I feel like I have an opinion that can be expressed do 
8LAiTazM1AaBBEll4wWM9my08k72	Or maybe start adding more assertiveness to my life my foot down and stand up for myself that kind of thing. 
8LAiTazM1AaBBEll4wWM9my08k72	I'm a good friend. Sometimes. I feel like I'm a good listener and Roost. Kansas therefore my friends from the books. 
8LAiTazM1AaBBEll4wWM9my08k72	Just searching legalization. We need to start being more assertive. I want to win her back. not bring her back with but make it so I don't lose her because she doesn't want me to be afraid to argue her. She isn't going to be. She wants. assert myself to be stop being passive to religious. Let it out figures. You know, we're going to argue but in the end she still loves me in. You know when she said that I apologize if I keep being passive is going to push her away and that's how I'm going to lose her. In our arms hurt, so I need to work on that. 
8LAiTazM1AaBBEll4wWM9my08k72	I would have to say just in regards to my schedule Maybe Free time when I get off and see her or see my queue on you friend. I'm going to get my homework done that kind of thing. 
8LAiTazM1AaBBEll4wWM9my08k72	Life will throw you curveballs, but I'm ready for them. 
8LAiTazM1AaBBEll4wWM9my08k72	Easily talking to Chrissy. She was just me up to his makes me feel better even for even for are you doing here and there are not arguing but even if there's tension here and there. Yeah, I mean. Easily talking to her and I'm going to call her at 2 today, and then I'm going to call her after her class tonight. Going to finish my movie today. And kind of take some time for me while I'm at class because home is in too hot right now, I guess. 
8LAiTazM1AaBBEll4wWM9my08k72	Definitely of the day when I was on the phone with Chrissy version talking about everything. winding down hanging out for a little bit. Beanie Boo talk to my girlfriend. 
8LAiTazM1AaBBEll4wWM9my08k72	Stephanie the argument with my mom and Christina tarek, I guess because knowing that exposure if I don't change your scared the living shit out of me. 
8LAiTazM1AaBBEll4wWM9my08k72	quiet but also kind of Del Sol Just quiet passes. You know, I kind of thing. I won't stand up for myself. easy target 
8LAiTazM1AaBBEll4wWM9my08k72	The most part. Yeah, definitely. 
8LAiTazM1AaBBEll4wWM9my08k72	I went to class today and I guess it's a goal in itself, but Other than that nothing nothing really just come up with your bad day. My mom and I got into a fight. It's taking everything out to go to Chrissy's for the night. 
8LAiTazM1AaBBEll4wWM9my08k72	I'm feeling grateful for my sister's today. Set it up so grateful for the time since last night, I guess. Ben Chrissy for sure mean she's you can buy me a new she called me on our way to class this morning. She was all excited to wake me up and chills waking me up. I don't know what it is because I was waking me up. 
8LAiTazM1AaBBEll4wWM9my08k72	I mean there's a lot going on and my mom and my family and I just haven't been getting along. I really wanted to move out lately, but I know I can't. I feel kind of Trapped in the house because I want to go see Chrissy and my friends back up at school again. I can't do that. I just want to grow and I want to work on growing and becoming more confident person and just making sure cuz he knows that I'm working hard because I want her and I know she loves me. I don't want to lose her because I know one way I lose her is if I don't came that confidence that she sees me she sees beings. She knows I have confidence you think so highly of me and I think so highly of her so I know that if I want I want to keep her in my life. I need to grow don't. Confidence. 
8LAiTazM1AaBBEll4wWM9my08k72	I feel like I've made a lot of progress since yesterday. A lot of progress. I feel like I've been I've been a little more confident that I have been feeling pretty confident today. myself in about I deserve a say I can tell people what's wrong. What's right is that I shouldn't. Reservations about what I say? I don't say because my opinion matters to 
8LAiTazM1AaBBEll4wWM9my08k72	Yes, because Cyrus Blake. People do you are more important than the things I do right if it's not make sense. 
8LAiTazM1AaBBEll4wWM9my08k72	I have to make a bunch of laws for my parents. I have to. make a budget and then I have to make a schedule because they want to know my exact location at all times and like I have class. Yes, stuff like that. 
8LAiTazM1AaBBEll4wWM9my08k72	I think being open and honest with Chrissy and how I feel. 
8LAiTazM1AaBBEll4wWM9my08k72	where things are going to school wise I feel Master going to be a really good one. That's going to be a big turtle. awesome Esther's wedding I was against it. El Carnaval future cuz I feel like it'll really catapult me into USA. 
8LAiTazM1AaBBEll4wWM9my08k72	Chrissy and I You're seeing each other again the love and the passion is still there, and we're working really hard. Obstacle that we're going to be together, hopefully, hopefully hopefully, but that's a cool because I'm always her. She don't want to lose me. increase Franklin's thankful for is that she's kind of work with me and trying to help me even though I'm being passive and stubborn because I really want to change the fact that she's standing by me as this process goes on this. unbelievable 
8LAiTazM1AaBBEll4wWM9my08k72	FL EZ FL like things I needed to say but I kind of need that push. I need that push to get me to speak up and take my foot down the confidence thing, I guess. 
8LAiTazM1AaBBEll4wWM9my08k72	that's why I was asking a lot of like putting my foot down and putting in that asserted Ness. I need to stop being so I need to stop being passive and I need to work on just growing that confidence and growing that I can tell people what I'm thinking and that's okay to tell what I'm thinking. 
8LAiTazM1AaBBEll4wWM9my08k72	easily, I mean, I think it would just George's completely forgot my life around I think it would just you know, I think I would just Sue. So much for my mental health. I feel more confident. I would be as anxious. I don't feel as depressed. I just be taking the world as it comes I guess. 
8LAiTazM1AaBBEll4wWM9my08k72	I see myself as a caring person a generous person. wholehearted grateful 
8LAiTazM1AaBBEll4wWM9my08k72	I'm feeling more positive going into talking with Christy tonight. 
8LAiTazM1AaBBEll4wWM9my08k72	putting so much pressure on Chris heater to not necessarily pressure pressure is the wrong word, but maybe it is the fact that he feels like don't tell the truth and I lie to her or that I I lie about how I feel and that's not true. And she's my demeanor. It's not anything. I want her to keep personally. It's just it's just sometimes I don't have any really guilty because I know she wants to help and if she wants that support and motivation to change I feel guilty though. Sometimes I just don't know what to say her to give it to her. 
8LAiTazM1AaBBEll4wWM9my08k72	I don't want to change that all I really want to keep her by my side and I know she wants to stay by my side and I know everything that's going on in my life taking a toll on her. Actually. She feels helpless and I wish I could change that. 
8LAiTazM1AaBBEll4wWM9my08k72	how to get get spaced out. Yes. That kind of thing, but other than a dentist. feel like listening is so important for people and then sometimes people need it for their price. 
8LAiTazM1AaBBEll4wWM9my08k72	I don't know. What should be feeling grateful. I just know she she is just she loves waking me up. She loves talking with me. 
8LAiTazM1AaBBEll4wWM9my08k72	Well, it's not hard to talk to her after her class. She. I just never know how long it's going to be until she calls because I would get excited. Sometimes it's hard to control my excitement. But it's never hard to her. Sometimes when depending on how the class goes. She can be a little hard to talk to hard to get through to because she's upset or something happened or she's having just a depressed moment, I guess. 
8LAiTazM1AaBBEll4wWM9my08k72	I mean, honestly, there isn't really anything she needs to change. I mean we've talked and it's more like I got to change and now I need to change not her. 
8N8KhPRrivfrPhoa7laY3roxs982	I didn't make it to do list her today. So I'm no I didn't really get anything done. 
8N8KhPRrivfrPhoa7laY3roxs982	We did a lot of stuff we drove for like five and a half hours. So I got to play my game and then I got to see one of my friends and play with dog Jake. So yeah, and it was a whole bunch of other stuff. That was even more fun. 
8N8S0CMFDxTrX58CLXpoGjnazXG2	With my father two days ago. 
8N8S0CMFDxTrX58CLXpoGjnazXG2	In my room in bed, which could be bad sometimes but today it was actually kind of productive. 
8N8S0CMFDxTrX58CLXpoGjnazXG2	Adulthood and because I'm I think I'm old enough. 
8N8S0CMFDxTrX58CLXpoGjnazXG2	I'm able to be more productive and actually use things like my planner and I know books to keep me organized. 
8N8S0CMFDxTrX58CLXpoGjnazXG2	Taking a nap and then spending some time with my brother. 
8N8S0CMFDxTrX58CLXpoGjnazXG2	I would say about four out of five. I cleaned laundry and I didn't do all of it, but I didn't do it on purpose because I'm waiting on my brothers and I went ahead and started homework that I don't even have the start yet. And I started sweating in my planner. 
8N8S0CMFDxTrX58CLXpoGjnazXG2	I woke up early. And then I Did some laundry and then I was I am sick and I took a nap, but it's an app out and then I started so my homework. And I only when I was hungry I drink water and then I was just able to sit down watch videos and relax a little bit. 
8N8S0CMFDxTrX58CLXpoGjnazXG2	Waking up so early. Because I got to feel like the day was long and I got to do many things. 
8N8S0CMFDxTrX58CLXpoGjnazXG2	It made me feel like the day was longer and made me feel a little bit more productive. 
8N8S0CMFDxTrX58CLXpoGjnazXG2	Sometimes but not always. 
8PO9y8Top0fkifPwo0OzDJhionP2	 Not really. I’m just constantly scared of nearly everything.
8PO9y8Top0fkifPwo0OzDJhionP2	 I found it searching “diary” in the App Store
8PO9y8Top0fkifPwo0OzDJhionP2	 I contemplated the idea of actually getting my homework done.
8PO9y8Top0fkifPwo0OzDJhionP2	 Just a little tired and lonely. 
8PO9y8Top0fkifPwo0OzDJhionP2	 The earth Plants People My dog My fish
8PO9y8Top0fkifPwo0OzDJhionP2	 My mind won’t stop racing. Instead of sleeping I just lie awake in bed thinking.
8PO9y8Top0fkifPwo0OzDJhionP2	 My brother trying the nebulizer for the first time.
8PO9y8Top0fkifPwo0OzDJhionP2	 Math, that icecream is good, my dog is camel colored, how to plant, dinosaurs are cool
8PO9y8Top0fkifPwo0OzDJhionP2	 I don’t really exercise— I just walk a lot. And I carry heavy things most days.
8PO9y8Top0fkifPwo0OzDJhionP2	 I like to draw, or play with my dog.
8PO9y8Top0fkifPwo0OzDJhionP2	 I quite literally wake up, go to school, ride the bus home, then arrive home, do homework, and fall asleep. Then repeat the cycle. 
8PO9y8Top0fkifPwo0OzDJhionP2	 Not really, but then again I didn’t have a to do list.
8PO9y8Top0fkifPwo0OzDJhionP2	Not at that exact moment, but I have after that.
8PO9y8Top0fkifPwo0OzDJhionP2	 It was good— I spent a lot of time with my little brother today, and went to the store, and ate icecream 
8PO9y8Top0fkifPwo0OzDJhionP2	 I guess I generally lack friends and people to talk to, and that caused me to freak out about that and other things too
8PO9y8Top0fkifPwo0OzDJhionP2	 I was laying in bed, just waking up.
8UYA6aI3BhO9w8DYWENEkvwyNRf1	I’m Stella. I’m 12, and I am lesbian. My favorite animal is a cat. I have 2 cats 1 name is Snowflake, and the other is Alys. I also have 1 dog, his name is Willi. 
8UYA6aI3BhO9w8DYWENEkvwyNRf1	I want to make my self feel better and more confident about my sexuality 
8UYA6aI3BhO9w8DYWENEkvwyNRf1	Hopefully getting more friends, and even a girlfriend 
8UYA6aI3BhO9w8DYWENEkvwyNRf1	Going to the live stock show
8UYA6aI3BhO9w8DYWENEkvwyNRf1	Going to the Omni theater 
8UYA6aI3BhO9w8DYWENEkvwyNRf1	I want to try out and see what love yo another person feels like. Also because I need more friends than I have, because I don’t have that much friends
8UYA6aI3BhO9w8DYWENEkvwyNRf1	I went to the Omni theater with my aunt. I also went to the live stock show in fort worth with my aunt to. We saw a sign that said “sorry, the barbusoautus is closed.” That made me laugh so hard I wet my pants
8UYA6aI3BhO9w8DYWENEkvwyNRf1	Keep my mind off of my crush
8UYA6aI3BhO9w8DYWENEkvwyNRf1	My aunt Shiraz, because she’s really funny
8VB7Qs5rviW5zrBYrWtFVAbHzoB2	I’m not sure yet. I’m hoping journaling will help
8VB7Qs5rviW5zrBYrWtFVAbHzoB2	I have a new opinion from myself about life. I am excited to improve myself and take time to become positive and happy
8VB7Qs5rviW5zrBYrWtFVAbHzoB2	La rue complimenting my hair and being genuine about it
8VB7Qs5rviW5zrBYrWtFVAbHzoB2	Nothing particularly happy or sad happened. I was more on the sad side but I think that’s my neutral state nowadays so it just feels average
8VB7Qs5rviW5zrBYrWtFVAbHzoB2	Not really because I didn’t have much energy when I got home from school so I did the bare minimum homework
8VB7Qs5rviW5zrBYrWtFVAbHzoB2	I did homework, played video games for a little bit, and got inspired to start my self-improvement journey
8WLVLYb49FgWf1sQ3LmVjggb55F3	I have type 1 diabetes and symptoms of that vary day to day
8WLVLYb49FgWf1sQ3LmVjggb55F3	I’m complicated I guess, I have a lot going on in my head but I’m a very quiet person
8WLVLYb49FgWf1sQ3LmVjggb55F3	I’m not sure, I was sick and slept through most of the day. 
8WLVLYb49FgWf1sQ3LmVjggb55F3	I’m stressed a lot and don’t know how to deal with it sometimes so I procrastinate I also have a lot of health issues that result in stress
8WLVLYb49FgWf1sQ3LmVjggb55F3	I want to stay on track with improving my health and focus
8WmoHyNLkXcmn20EbwSQunDB7l72	exhausted pain good day at work. And I'm a little upset. 
8WmoHyNLkXcmn20EbwSQunDB7l72	Well, since it's night, I just got in the shower and lay down for the day. 
8WmoHyNLkXcmn20EbwSQunDB7l72	Yes being alone is better. Energy energize back and rest for tonight. 
8YnVkvwSoHV25ke48n3GUWggsbH3	Probably just get ready for my friend that it's going to visit tomorrow. So I was organizing my room. 
